Sensor Type,Sensor Type Numeral,Pos X/ rho,Pos Y/ phi,drho,Timestamp,Ground_Truth_X,Ground_Truth_Y,Ground_Truth_Vx,Ground_Truth_Vy,Yaw,Yaw_Rate,VX_Calculated,VY_Calculated,Yaw_Calculated,Yaw_rate_Calculated
L,1,-7.12E+00,-3.26E+00,0,1.48E+15,-7.23E+00,-3.31E+00,-2.83E+00,-4.26E+00,4.13E+00,-2.59E-01,-3.2088,-1.63474,0.471183164,-1.003160209
L,1,-7.49E+00,-3.49E+00,0,1.48E+15,-7.52E+00,-3.73E+00,-2.94E+00,-4.17E+00,4.10E+00,-2.71E-01,-3.68915,-2.26476,0.550575637,0.919383499
L,1,-7.88E+00,-4.30E+00,0,1.48E+15,-7.82E+00,-4.15E+00,-3.04E+00,-4.08E+00,4.07E+00,-2.83E-01,-3.90396,-8.07013,1.120229548,1.533811252
L,1,-8.22E+00,-4.80E+00,0,1.48E+15,-8.13E+00,-4.55E+00,-3.15E+00,-3.99E+00,4.04E+00,-2.95E-01,-3.44433,-5.00299,0.967861254,1.422047
L,1,-8.34E+00,-5.11E+00,0,1.48E+15,-8.45E+00,-4.94E+00,-3.27E+00,-3.89E+00,4.01E+00,-3.06E-01,-1.106,-3.07774,1.225812224,0.688813902
L,1,-8.91E+00,-5.52E+00,0,1.48E+15,-8.78E+00,-5.33E+00,-3.38E+00,-3.78E+00,3.98E+00,-3.18E-01,-5.79251,-4.11625,0.617815287,0.218071734
L,1,-9.03E+00,-5.80E+00,0,1.48E+15,-9.13E+00,-5.70E+00,-3.49E+00,-3.66E+00,3.95E+00,-3.29E-01,-1.19138,-2.85141,1.175021731,0.26827109
L,1,-9.31E+00,-5.82E+00,0,1.48E+15,-9.48E+00,-6.06E+00,-3.60E+00,-3.54E+00,3.92E+00,-3.40E-01,-2.74202,-0.21015,0.076491049,-1.03992844
L,1,-9.63E+00,-6.56E+00,0,1.48E+15,-9.85E+00,-6.41E+00,-3.71E+00,-3.40E+00,3.88E+00,-3.51E-01,-3.17359,-7.35896,1.163639395,1.510500017
L,1,-1.02E+01,-6.83E+00,0,1.48E+15,-1.02E+01,-6.74E+00,-3.82E+00,-3.26E+00,3.85E+00,-3.61E-01,-5.99108,-2.74447,0.4295634,-1.022637707
L,1,-1.08E+01,-7.29E+00,0,1.48E+15,-1.06E+01,-7.06E+00,-3.93E+00,-3.12E+00,3.81E+00,-3.71E-01,-5.3704,-4.57563,0.70565933,-1.243995244
L,1,-1.12E+01,-7.57E+00,0,1.48E+15,-1.10E+01,-7.36E+00,-4.04E+00,-2.96E+00,3.77E+00,-3.82E-01,-4.6029,-2.78208,0.543662397,1.16645309
L,1,-1.11E+01,-7.68E+00,0,1.48E+15,-1.14E+01,-7.65E+00,-4.14E+00,-2.80E+00,3.74E+00,-3.91E-01,1.2847,-1.07808,-0.698172217,0.281724027
L,1,-1.15E+01,-7.82E+00,0,1.48E+15,-1.18E+01,-7.92E+00,-4.24E+00,-2.63E+00,3.70E+00,-4.01E-01,-4.3344,-1.43902,0.320549909,0.064146359
L,1,-1.21E+01,-8.09E+00,0,1.48E+15,-1.23E+01,-8.18E+00,-4.33E+00,-2.45E+00,3.66E+00,-4.10E-01,-5.6315,-2.66779,0.442408648,0.758352694
L,1,-1.24E+01,-8.26E+00,0,1.48E+15,-1.27E+01,-8.41E+00,-4.42E+00,-2.26E+00,3.61E+00,-4.19E-01,-3.3307,-1.71621,0.4757889,0.392163799
L,1,-1.33E+01,-8.65E+00,0,1.48E+15,-1.32E+01,-8.63E+00,-4.50E+00,-2.07E+00,3.57E+00,-4.28E-01,-8.6801,-3.86038,0.418470369,0.381216857
L,1,-1.34E+01,-8.58E+00,0,1.48E+15,-1.36E+01,-8.83E+00,-4.58E+00,-1.87E+00,3.53E+00,-4.37E-01,-0.929,0.70113,-0.646511725,0.531919519
L,1,-1.40E+01,-8.99E+00,0,1.48E+15,-1.41E+01,-9.00E+00,-4.65E+00,-1.67E+00,3.49E+00,-4.45E-01,-6.119,-4.16809,0.59797748,0.753519814
L,1,-1.44E+01,-9.19E+00,0,1.48E+15,-1.45E+01,-9.16E+00,-4.71E+00,-1.45E+00,3.44E+00,-4.53E-01,-4.3135,-1.94863,0.424309502,0.88788604
L,1,-1.51E+01,-9.04E+00,0,1.48E+15,-1.50E+01,-9.29E+00,-4.76E+00,-1.24E+00,3.40E+00,-4.61E-01,-6.3477,1.43539,-0.222387424,-1.02955416
L,1,-1.57E+01,-9.57E+00,0,1.48E+15,-1.55E+01,-9.41E+00,-4.80E+00,-1.01E+00,3.35E+00,-4.68E-01,-6.0619,-5.23531,0.71236069,-1.527978434
L,1,-1.61E+01,-9.60E+00,0,1.48E+15,-1.60E+01,-9.50E+00,-4.84E+00,-7.84E-01,3.30E+00,-4.75E-01,-4.1801,-0.30693,0.07329494,1.206051789
L,1,-1.64E+01,-9.37E+00,0,1.48E+15,-1.65E+01,-9.56E+00,-4.86E+00,-5.52E-01,3.25E+00,-4.82E-01,-3.3663,2.27894,-0.595113186,1.265899046
L,1,-1.71E+01,-9.43E+00,0,1.48E+15,-1.69E+01,-9.61E+00,-4.87E+00,-3.16E-01,3.21E+00,-4.88E-01,-6.9033,-0.60142,0.086901235,0.683430588
L,1,-1.75E+01,-9.57E+00,0,1.48E+15,-1.74E+01,-9.63E+00,-4.88E+00,-7.65E-02,3.16E+00,-4.95E-01,-4.3161,-1.44414,0.322884483,-0.314888993
L,1,-1.80E+01,-9.42E+00,0,1.48E+15,-1.79E+01,-9.62E+00,-4.87E+00,1.65E-01,3.11E+00,-5.01E-01,-4.2764,1.51863,-0.341227692,1.557397506
L,1,-1.83E+01,-9.61E+00,0,1.48E+15,-1.84E+01,-9.59E+00,-4.84E+00,4.08E-01,3.06E+00,-5.06E-01,-3.0381,-1.86988,0.551721828,-1.220432498
L,1,-1.90E+01,-9.52E+00,0,1.48E+15,-1.89E+01,-9.54E+00,-4.81E+00,6.53E-01,3.01E+00,-5.11E-01,-6.7823,0.94528,-0.138482461,-0.644698259
L,1,-1.93E+01,-9.10E+00,0,1.48E+15,-1.94E+01,-9.46E+00,-4.76E+00,8.97E-01,2.96E+00,-5.16E-01,-3.4382,4.16793,-0.881045144,0.766905583
L,1,-1.99E+01,-8.96E+00,0,1.48E+15,-1.98E+01,-9.36E+00,-4.70E+00,1.14E+00,2.90E+00,-5.21E-01,-5.7483,1.3448,-0.229814241,0.885010302
L,1,-2.02E+01,-9.60E+00,0,1.48E+15,-2.03E+01,-9.23E+00,-4.63E+00,1.38E+00,2.85E+00,-5.25E-01,-2.8761,-6.3246,1.144000879,-1.212462976
L,1,-2.07E+01,-8.92E+00,0,1.48E+15,-2.08E+01,-9.08E+00,-4.55E+00,1.62E+00,2.80E+00,-5.29E-01,-4.9882,6.81358,-0.938852081,-1.411399664
L,1,-2.10E+01,-8.85E+00,0,1.48E+15,-2.12E+01,-8.91E+00,-4.45E+00,1.86E+00,2.75E+00,-5.33E-01,-3.5998,0.64459,-0.17718493,-1.349423679
L,1,-2.15E+01,-8.87E+00,0,1.48E+15,-2.17E+01,-8.71E+00,-4.34E+00,2.09E+00,2.69E+00,-5.36E-01,-4.8332,-0.21098,0.043624544,0.606463585
L,1,-2.20E+01,-8.57E+00,0,1.48E+15,-2.21E+01,-8.49E+00,-4.22E+00,2.32E+00,2.64E+00,-5.39E-01,-4.7648,3.01025,-0.56345167,1.549565392
L,1,-2.26E+01,-8.35E+00,0,1.48E+15,-2.25E+01,-8.25E+00,-4.09E+00,2.54E+00,2.58E+00,-5.42E-01,-6.0446,2.17932,-0.346033531,0.57585871
L,1,-2.30E+01,-7.67E+00,0,1.48E+15,-2.29E+01,-7.98E+00,-3.94E+00,2.76E+00,2.53E+00,-5.44E-01,-4.0229,6.80554,-1.036930824,1.158798037
L,1,-2.35E+01,-7.57E+00,0,1.48E+15,-2.33E+01,-7.70E+00,-3.78E+00,2.97E+00,2.48E+00,-5.46E-01,-4.9163,1.06571,-0.213468049,1.416386111
L,1,-2.35E+01,-7.36E+00,0,1.48E+15,-2.37E+01,-7.39E+00,-3.61E+00,3.17E+00,2.42E+00,-5.47E-01,-0.6305,2.05139,-1.272607775,0.226056421
L,1,-2.39E+01,-7.26E+00,0,1.48E+15,-2.40E+01,-7.06E+00,-3.43E+00,3.36E+00,2.37E+00,-5.48E-01,-3.976,0.98985,-0.243996057,0.307255316
L,1,-2.43E+01,-6.44E+00,0,1.48E+15,-2.43E+01,-6.72E+00,-3.24E+00,3.54E+00,2.31E+00,-5.49E-01,-3.1899,8.26505,-1.202459968,1.463161904
L,1,-2.43E+01,-6.44E+00,0,1.48E+15,-2.47E+01,-6.36E+00,-3.04E+00,3.71E+00,2.26E+00,-5.50E-01,-0.4339,-0.02786,0.064120323,-1.249947174
L,1,-2.51E+01,-5.92E+00,0,1.48E+15,-2.50E+01,-5.98E+00,-2.83E+00,3.87E+00,2.20E+00,-5.50E-01,-8.4521,5.18969,-0.550658714,-0.576876552
L,1,-2.52E+01,-5.64E+00,0,1.48E+15,-2.52E+01,-5.58E+00,-2.62E+00,4.02E+00,2.15E+00,-5.50E-01,-0.4813,2.75297,-1.397716229,-0.296683242
L,1,-2.56E+01,-5.10E+00,0,1.48E+15,-2.55E+01,-5.17E+00,-2.39E+00,4.16E+00,2.09E+00,-5.49E-01,-3.7716,5.41315,-0.962256427,-0.679897358
L,1,-2.57E+01,-4.90E+00,0,1.48E+15,-2.57E+01,-4.75E+00,-2.16E+00,4.29E+00,2.04E+00,-5.48E-01,-1.2392,2.02458,-1.02154356,-0.929002425
L,1,-2.60E+01,-4.27E+00,0,1.48E+15,-2.59E+01,-4.31E+00,-1.92E+00,4.40E+00,1.98E+00,-5.47E-01,-2.564,6.3336,-1.186137348,-1.2725205
L,1,-2.61E+01,-3.68E+00,0,1.48E+15,-2.61E+01,-3.87E+00,-1.68E+00,4.50E+00,1.93E+00,-5.46E-01,-1.6823,5.89357,-1.292744093,-0.462903315
L,1,-2.60E+01,-3.25E+00,0,1.48E+15,-2.62E+01,-3.41E+00,-1.43E+00,4.59E+00,1.87E+00,-5.44E-01,1.2244,4.30012,1.293401132,-0.501459425
L,1,-2.62E+01,-2.88E+00,0,1.48E+15,-2.64E+01,-2.95E+00,-1.18E+00,4.66E+00,1.82E+00,-5.42E-01,-1.7675,3.68366,-1.123421275,0.20319931
L,1,-2.67E+01,-2.74E+00,0,1.48E+15,-2.65E+01,-2.48E+00,-9.28E-01,4.73E+00,1.76E+00,-5.39E-01,-4.9992,1.40335,-0.27367152,0.614479118
L,1,-2.67E+01,-2.17E+00,0,1.48E+15,-2.66E+01,-2.01E+00,-6.73E-01,4.77E+00,1.71E+00,-5.36E-01,0.049,5.6519,1.562126893,0.699595419
L,1,-2.65E+01,-1.53E+00,0,1.48E+15,-2.66E+01,-1.53E+00,-4.18E-01,4.81E+00,1.66E+00,-5.33E-01,2.0203,6.41256,1.265586757,0.36826387
L,1,-2.66E+01,-1.14E+00,0,1.48E+15,-2.66E+01,-1.05E+00,-1.62E-01,4.83E+00,1.60E+00,-5.29E-01,-1.3265,3.89307,-1.242400328,0.645294318
L,1,-2.67E+01,-5.95E-01,0,1.48E+15,-2.66E+01,-5.63E-01,9.35E-02,4.83E+00,1.55E+00,-5.25E-01,-1.3571,5.473758,-1.327768364,-1.551440086
L,1,-2.65E+01,6.03E-02,0,1.48E+15,-2.66E+01,-7.97E-02,3.47E-01,4.83E+00,1.50E+00,-5.21E-01,2.8013,6.5565548,1.167019911,0.254731308
L,1,-2.66E+01,5.76E-01,0,1.48E+15,-2.66E+01,4.02E-01,5.98E-01,4.81E+00,1.45E+00,-5.16E-01,-1.6481,5.1561492,-1.261422006,0.304924572
L,1,-2.67E+01,1.06E+00,0,1.48E+15,-2.65E+01,8.82E-01,8.46E-01,4.78E+00,1.40E+00,-5.11E-01,-1.0915,4.849448,-1.34940844,-0.503630763
L,1,-2.64E+01,1.42E+00,0,1.48E+15,-2.64E+01,1.36E+00,1.09E+00,4.74E+00,1.34E+00,-5.06E-01,3.3067,3.61298,0.829631454,-0.274056673
L,1,-2.64E+01,1.79E+00,0,1.48E+15,-2.63E+01,1.83E+00,1.33E+00,4.68E+00,1.29E+00,-5.01E-01,0.3918,3.71027,1.465587452,-0.033364402
L,1,-2.63E+01,2.18E+00,0,1.48E+15,-2.61E+01,2.29E+00,1.56E+00,4.62E+00,1.24E+00,-4.95E-01,1.0926,3.91659,1.29874563,0.286317177
L,1,-2.61E+01,2.81E+00,0,1.48E+15,-2.60E+01,2.75E+00,1.79E+00,4.54E+00,1.19E+00,-4.88E-01,1.8606,6.22198,1.280223582,1.249226664
L,1,-2.58E+01,3.42E+00,0,1.48E+15,-2.58E+01,3.20E+00,2.02E+00,4.46E+00,1.15E+00,-4.82E-01,2.2964,6.13047,1.212386982,-0.206974612
L,1,-2.57E+01,3.64E+00,0,1.48E+15,-2.56E+01,3.64E+00,2.23E+00,4.36E+00,1.10E+00,-4.75E-01,1.6787,2.15032,0.907950807,1.416829455
L,1,-2.57E+01,4.00E+00,0,1.48E+15,-2.53E+01,4.07E+00,2.44E+00,4.26E+00,1.05E+00,-4.68E-01,-0.8263,3.64589,-1.347922635,-0.538235714
L,1,-2.50E+01,4.53E+00,0,1.48E+15,-2.51E+01,4.49E+00,2.64E+00,4.15E+00,1.00E+00,-4.61E-01,7.2781,5.28351,0.627928205,0.199380869
L,1,-2.50E+01,4.88E+00,0,1.48E+15,-2.48E+01,4.90E+00,2.83E+00,4.03E+00,9.58E-01,-4.53E-01,-0.1488,3.56967,-1.52913592,0.226791178
L,1,-2.45E+01,5.35E+00,0,1.48E+15,-2.45E+01,5.30E+00,3.02E+00,3.91E+00,9.13E-01,-4.45E-01,5.3217,4.67935,0.721258009,0.200132518
L,1,-2.41E+01,5.61E+00,0,1.48E+15,-2.42E+01,5.68E+00,3.19E+00,3.78E+00,8.69E-01,-4.37E-01,3.8824,2.58593,0.587585815,0.968485059
L,1,-2.39E+01,5.94E+00,0,1.48E+15,-2.39E+01,6.06E+00,3.36E+00,3.64E+00,8.25E-01,-4.28E-01,2.006,3.32252,1.027617737,-0.37407175
L,1,-2.36E+01,6.29E+00,0,1.48E+15,-2.35E+01,6.41E+00,3.52E+00,3.50E+00,7.83E-01,-4.19E-01,2.6821,3.47247,0.913119132,0.218253898
L,1,-2.30E+01,6.86E+00,0,1.48E+15,-2.32E+01,6.76E+00,3.67E+00,3.36E+00,7.41E-01,-4.10E-01,6.3721,5.70802,0.730480476,0.544702636
L,1,-2.27E+01,7.06E+00,0,1.48E+15,-2.28E+01,7.08E+00,3.81E+00,3.21E+00,7.00E-01,-4.01E-01,3.1076,2.01181,0.574533888,0.847339795
L,1,-2.25E+01,7.32E+00,0,1.48E+15,-2.24E+01,7.40E+00,3.95E+00,3.07E+00,6.60E-01,-3.91E-01,1.908,2.52239,0.923195595,-0.402400085
L,1,-2.22E+01,7.69E+00,0,1.48E+15,-2.20E+01,7.70E+00,4.07E+00,2.92E+00,6.22E-01,-3.82E-01,3.1363,3.79542,0.880200637,0.803278744
L,1,-2.16E+01,7.94E+00,0,1.48E+15,-2.16E+01,7.98E+00,4.19E+00,2.77E+00,5.84E-01,-3.71E-01,5.4742,2.45216,0.421146637,-0.521502316
L,1,-2.11E+01,7.83E+00,0,1.48E+15,-2.12E+01,8.25E+00,4.29E+00,2.61E+00,5.47E-01,-3.61E-01,5.6202,-1.07705,-0.189343448,-1.529450871
L,1,-2.11E+01,8.51E+00,0,1.48E+15,-2.07E+01,8.50E+00,4.39E+00,2.46E+00,5.11E-01,-3.51E-01,0.3332,6.77539,1.521657934,-0.978219657
L,1,-2.02E+01,8.69E+00,0,1.48E+15,-2.03E+01,8.74E+00,4.49E+00,2.31E+00,4.76E-01,-3.40E-01,8.4193,1.79306,0.209835234,-0.552217068
L,1,-2.01E+01,8.87E+00,0,1.48E+15,-1.98E+01,8.97E+00,4.57E+00,2.17E+00,4.42E-01,-3.29E-01,1.4674,1.78096,0.881628727,0.00174053
L,1,-1.95E+01,8.97E+00,0,1.48E+15,-1.94E+01,9.17E+00,4.65E+00,2.02E+00,4.10E-01,-3.18E-01,5.7718,0.99409,0.170558887,-0.180809508
L,1,-1.87E+01,9.19E+00,0,1.48E+15,-1.89E+01,9.37E+00,4.72E+00,1.88E+00,3.78E-01,-3.06E-01,8.0745,2.25262,0.272062146,0.500187027
L,1,-1.84E+01,9.47E+00,0,1.48E+15,-1.84E+01,9.55E+00,4.78E+00,1.73E+00,3.48E-01,-2.95E-01,2.5446,2.76613,0.827087657,-0.092595088
L,1,-1.78E+01,9.72E+00,0,1.48E+15,-1.80E+01,9.72E+00,4.84E+00,1.60E+00,3.19E-01,-2.83E-01,6.5053,2.56256,0.375252999,-0.051352293
L,1,-1.73E+01,9.88E+00,0,1.48E+15,-1.75E+01,9.87E+00,4.89E+00,1.46E+00,2.91E-01,-2.71E-01,4.3006,1.56317,0.348630412,0.425594625
L,1,-1.69E+01,1.01E+01,0,1.48E+15,-1.70E+01,1.00E+01,4.93E+00,1.33E+00,2.64E-01,-2.59E-01,4.5602,2.63897,0.524607568,1.334014201
L,1,-1.65E+01,1.03E+01,0,1.48E+15,-1.65E+01,1.01E+01,4.97E+00,1.21E+00,2.38E-01,-2.47E-01,3.7223,1.6413,0.41529167,0.872220428
L,1,-1.60E+01,1.02E+01,0,1.48E+15,-1.60E+01,1.03E+01,5.01E+00,1.09E+00,2.14E-01,-2.34E-01,5.0938,-1.2482,-0.240307831,-1.12763393
L,1,-1.56E+01,1.02E+01,0,1.48E+15,-1.55E+01,1.04E+01,5.04E+00,9.75E-01,1.91E-01,-2.22E-01,4.3608,0.061,0.013987347,-1.060396393
L,1,-1.49E+01,1.05E+01,0,1.48E+15,-1.50E+01,1.04E+01,5.07E+00,8.66E-01,1.69E-01,-2.09E-01,6.3339,2.8178,0.41858463,0.949597011
L,1,-1.44E+01,1.02E+01,0,1.48E+15,-1.45E+01,1.05E+01,5.09E+00,7.62E-01,1.49E-01,-1.96E-01,5.2765,-2.5017,-0.442730991,1.374575965
L,1,-1.38E+01,1.09E+01,0,1.48E+15,-1.40E+01,1.06E+01,5.11E+00,6.65E-01,1.29E-01,-1.83E-01,6.0397,7.1632,0.870288597,1.491993695
L,1,-1.34E+01,1.06E+01,0,1.48E+15,-1.35E+01,1.07E+01,5.13E+00,5.74E-01,1.11E-01,-1.70E-01,4.4926,-3.8663,-0.710611776,1.431436294
L,1,-1.30E+01,1.10E+01,0,1.48E+15,-1.29E+01,1.07E+01,5.14E+00,4.89E-01,9.47E-02,-1.57E-01,3.9654,4.5819,0.857401512,-1.508473317
L,1,-1.24E+01,1.06E+01,0,1.48E+15,-1.24E+01,1.08E+01,5.16E+00,4.10E-01,7.93E-02,-1.43E-01,5.8773,-4.0075,-0.598447931,-1.351778551
L,1,-1.19E+01,1.11E+01,0,1.48E+15,-1.19E+01,1.08E+01,5.17E+00,3.38E-01,6.53E-02,-1.30E-01,4.2624,4.4236,0.803954633,-1.381547645
L,1,-1.15E+01,1.09E+01,0,1.48E+15,-1.14E+01,1.08E+01,5.17E+00,2.73E-01,5.27E-02,-1.17E-01,4.9026,-1.1083,-0.222326677,-1.455580099
L,1,-1.06E+01,1.07E+01,0,1.48E+15,-1.09E+01,1.09E+01,5.18E+00,2.14E-01,4.13E-02,-1.03E-01,8.5397,-2.5842,-0.293849715,-0.385488051
L,1,-1.04E+01,1.09E+01,0,1.48E+15,-1.04E+01,1.09E+01,5.19E+00,1.63E-01,3.14E-02,-8.95E-02,1.8663,1.924,0.800620057,-0.594125833
L,1,-9.83E+00,1.11E+01,0,1.48E+15,-9.84E+00,1.09E+01,5.19E+00,1.18E-01,2.28E-02,-7.58E-02,5.79784,2.2856,0.375510054,0.091716102
L,1,-9.31E+00,1.10E+01,0,1.48E+15,-9.32E+00,1.09E+01,5.19E+00,8.07E-02,1.55E-02,-6.21E-02,5.27844,-0.6845,-0.1289588,1.397670719
L,1,-8.79E+00,1.11E+01,0,1.48E+15,-8.80E+00,1.09E+01,5.20E+00,5.02E-02,9.67E-03,-4.83E-02,5.17616,0.359,0.069245545,-1.473092126
L,1,-8.62E+00,1.07E+01,0,1.48E+15,-8.28E+00,1.09E+01,5.20E+00,2.69E-02,5.18E-03,-3.45E-02,1.68541,-4.13,-1.183335678,0.909849555
L,1,-7.52E+00,1.10E+01,0,1.48E+15,-7.76E+00,1.09E+01,5.20E+00,1.08E-02,2.07E-03,-2.07E-02,11.00733,3.4279,0.301900427,0.681271461
L,1,-7.16E+00,1.08E+01,0,1.48E+15,-7.24E+00,1.09E+01,5.20E+00,1.80E-03,3.46E-04,-6.91E-03,3.63398,-1.8541,-0.47178375,0.621624072
R,2,1.01E+00,5.54E-01,4.89E+00,1.48E+15,8.60E-01,6.00E-01,5.20E+00,1.80E-03,3.46E-04,1.38E-02,4.16E+00,2.57E+00,0.554,0.554
R,2,1.05E+00,3.89E-01,4.51E+00,1.48E+15,1.38E+00,6.01E-01,5.20E+00,1.08E-02,2.07E-03,2.76E-02,4.17E+00,1.71E+00,-0.86864631,-1.554019921
R,2,1.70E+00,2.98E-01,5.21E+00,1.48E+15,1.90E+00,6.02E-01,5.20E+00,2.69E-02,5.18E-03,4.14E-02,4.98E+00,1.53E+00,0.153198072,-0.220286072
R,2,2.04E+00,2.76E-01,5.04E+00,1.48E+15,2.42E+00,6.06E-01,5.20E+00,5.02E-02,9.67E-03,5.52E-02,4.85E+00,1.37E+00,0.166580576,0.872641853
R,2,2.99E+00,2.18E-01,5.19E+00,1.48E+15,2.94E+00,6.13E-01,5.19E+00,8.07E-02,1.55E-02,6.89E-02,5.07E+00,1.12E+00,0.094600495,-0.855781862
R,2,3.59E+00,1.35E-01,5.16E+00,1.48E+15,3.46E+00,6.23E-01,5.19E+00,1.18E-01,2.28E-02,8.26E-02,5.11E+00,6.94E-01,-0.250817364,-1.463987774
R,2,4.26E+00,1.65E-01,5.43E+00,1.48E+15,3.98E+00,6.37E-01,5.19E+00,1.63E-01,3.14E-02,9.63E-02,5.36E+00,8.92E-01,0.323982455,0.681829682
R,2,4.67E+00,1.48E-01,5.12E+00,1.48E+15,4.50E+00,6.55E-01,5.18E+00,2.14E-01,4.13E-02,1.10E-01,5.06E+00,7.55E-01,-0.026565781,0.43809422
R,2,5.25E+00,1.27E-01,4.83E+00,1.48E+15,5.01E+00,6.80E-01,5.17E+00,2.73E-01,5.27E-02,1.23E-01,4.79E+00,6.12E-01,-0.040198496,0.48329623
R,2,5.27E+00,1.22E-01,5.42E+00,1.48E+15,5.53E+00,7.10E-01,5.16E+00,3.38E-01,6.53E-02,1.37E-01,5.38E+00,6.60E-01,-0.796137725,0.081094985
R,2,5.91E+00,6.33E-02,4.88E+00,1.48E+15,6.05E+00,7.48E-01,5.15E+00,4.10E-01,7.93E-02,1.50E-01,4.87E+00,3.09E-01,-0.381228708,0.60312681
R,2,6.67E+00,1.26E-01,5.01E+00,1.48E+15,6.56E+00,7.93E-01,5.14E+00,4.88E-01,9.47E-02,1.63E-01,4.97E+00,6.30E-01,0.57345671,1.268542958
R,2,7.32E+00,8.63E-02,4.65E+00,1.48E+15,7.07E+00,8.46E-01,5.13E+00,5.73E-01,1.11E-01,1.77E-01,4.63E+00,4.01E-01,-0.297658021,0.59562318
R,2,8.12E+00,1.01E-01,5.46E+00,1.48E+15,7.59E+00,9.07E-01,5.11E+00,6.65E-01,1.29E-01,1.90E-01,5.43E+00,5.51E-01,0.234567321,0.18513446
R,2,8.45E+00,1.05E-01,4.75E+00,1.48E+15,8.10E+00,9.79E-01,5.09E+00,7.62E-01,1.49E-01,2.02E-01,4.72E+00,4.98E-01,0.203088809,0.074247324
R,2,8.58E+00,1.65E-01,5.58E+00,1.48E+15,8.60E+00,1.06E+00,5.07E+00,8.65E-01,1.69E-01,2.15E-01,5.50E+00,9.17E-01,1.456702785,0.492442269
R,2,9.95E+00,1.15E-01,5.24E+00,1.48E+15,9.11E+00,1.15E+00,5.04E+00,9.74E-01,1.91E-01,2.28E-01,5.21E+00,6.01E-01,-0.186132351,0.812146565
R,2,1.02E+01,1.50E-01,5.31E+00,1.48E+15,9.61E+00,1.26E+00,5.01E+00,1.09E+00,2.14E-01,2.40E-01,5.25E+00,7.94E-01,1.086624761,1.340928808
R,2,1.07E+01,1.62E-01,4.81E+00,1.48E+15,1.01E+01,1.37E+00,4.97E+00,1.21E+00,2.38E-01,2.53E-01,4.75E+00,7.76E-01,0.401734294,0.035150322
R,2,1.10E+01,1.55E-01,4.56E+00,1.48E+15,1.06E+01,1.50E+00,4.93E+00,1.33E+00,2.64E-01,2.65E-01,4.51E+00,7.04E-01,-0.089457799,0.288935745
R,2,1.16E+01,1.24E-01,5.14E+00,1.48E+15,1.11E+01,1.64E+00,4.88E+00,1.46E+00,2.91E-01,2.77E-01,5.10E+00,6.36E-01,-0.388982296,-0.114160641
R,2,1.16E+01,1.33E-01,4.87E+00,1.48E+15,1.16E+01,1.79E+00,4.83E+00,1.60E+00,3.19E-01,2.89E-01,4.83E+00,6.46E-01,-1.442296327,-0.036811931
R,2,1.23E+01,1.75E-01,5.28E+00,1.48E+15,1.21E+01,1.96E+00,4.78E+00,1.73E+00,3.48E-01,3.01E-01,5.20E+00,9.19E-01,0.776114098,0.633483464
R,2,1.27E+01,1.41E-01,5.32E+00,1.48E+15,1.25E+01,2.14E+00,4.71E+00,1.87E+00,3.78E-01,3.12E-01,5.27E+00,7.48E-01,-0.657740005,-1.194382806
R,2,1.35E+01,1.99E-01,5.45E+00,1.48E+15,1.30E+01,2.33E+00,4.64E+00,2.02E+00,4.10E-01,3.23E-01,5.34E+00,1.08E+00,0.929771341,1.346479843
R,2,1.31E+01,2.41E-01,4.51E+00,1.48E+15,1.35E+01,2.54E+00,4.57E+00,2.16E+00,4.42E-01,3.34E-01,4.38E+00,1.08E+00,-0.729432037,0.001025056
R,2,1.41E+01,1.96E-01,4.81E+00,1.48E+15,1.39E+01,2.76E+00,4.48E+00,2.31E+00,4.76E-01,3.45E-01,4.72E+00,9.37E-01,-0.330771483,-0.391633759
R,2,1.48E+01,1.95E-01,5.23E+00,1.48E+15,1.44E+01,3.00E+00,4.39E+00,2.46E+00,5.11E-01,3.56E-01,5.13E+00,1.01E+00,0.174860073,0.183548187
R,2,1.52E+01,2.64E-01,5.16E+00,1.48E+15,1.48E+01,3.26E+00,4.29E+00,2.61E+00,5.47E-01,3.66E-01,4.98E+00,1.35E+00,1.43163832,-1.148515521
R,2,1.59E+01,2.64E-01,4.67E+00,1.48E+15,1.52E+01,3.53E+00,4.18E+00,2.76E+00,5.84E-01,3.77E-01,4.51E+00,1.22E+00,0.264,0.264
R,2,1.61E+01,2.14E-01,4.79E+00,1.48E+15,1.56E+01,3.81E+00,4.07E+00,2.91E+00,6.22E-01,3.86E-01,4.68E+00,1.02E+00,-1.086866686,-0.862330666
R,2,1.69E+01,2.53E-01,4.41E+00,1.48E+15,1.60E+01,4.11E+00,3.94E+00,3.06E+00,6.60E-01,3.96E-01,4.27E+00,1.10E+00,0.910964847,-0.207632782
R,2,1.73E+01,2.61E-01,4.73E+00,1.48E+15,1.64E+01,4.42E+00,3.81E+00,3.21E+00,7.00E-01,4.06E-01,4.57E+00,1.22E+00,0.586531803,0.370757355
R,2,1.77E+01,2.93E-01,3.91E+00,1.48E+15,1.68E+01,4.75E+00,3.67E+00,3.36E+00,7.41E-01,4.15E-01,3.74E+00,1.13E+00,1.227587203,0.109971073
R,2,1.80E+01,2.62E-01,4.23E+00,1.48E+15,1.72E+01,5.09E+00,3.52E+00,3.50E+00,7.83E-01,4.24E-01,4.09E+00,1.10E+00,-0.796531701,-0.098094049
